"Objective_function","Main_RecrDev_1994","Main_RecrDev_1995","Main_RecrDev_1996","Main_RecrDev_1997","Main_RecrDev_1998","Main_RecrDev_1999","Main_RecrDev_2000","Main_RecrDev_2001","Main_RecrDev_2002","Main_RecrDev_2003","Main_RecrDev_2004","Main_RecrDev_2005","Main_RecrDev_2006","Main_RecrDev_2007","Main_RecrDev_2008","Main_RecrDev_2009","Main_RecrDev_2010","Main_RecrDev_2011","Main_RecrDev_2012"
284.515,-0.180061,-0.0856178,-0.298855,0.289265,-0.132721,0.388388,0.178141,0.136965,0.0258007,-0.00034297,-0.291235,-0.153487,0.202886,-0.189918,-0.156025,-0.352134,0.177539,0.407431,0.0339823
283.089,-0.142259,-0.0792176,-0.314214,0.276463,-0.148811,0.383167,0.179586,0.144585,0.0283426,-0.0161259,-0.282473,-0.150595,0.200716,-0.187507,-0.160159,-0.360784,0.177972,0.399081,0.0522341
280.009,-0.129077,-0.0866469,-0.308858,0.272966,-0.141994,0.385747,0.172634,0.144919,0.0333188,-0.0094788,-0.276991,-0.156025,0.194928,-0.200706,-0.164027,-0.365831,0.182263,0.384477,0.0683814
279.527,-0.130073,-0.0972422,-0.292283,0.288453,-0.133968,0.382515,0.154964,0.12933,0.0273782,0.00667263,-0.265851,-0.145199,0.210358,-0.212923,-0.178393,-0.367176,0.183169,0.380668,0.0595997
278.776,-0.167551,-0.11078,-0.291299,0.305967,-0.107403,0.38798,0.12847,0.125589,0.0280652,0.0149933,-0.264477,-0.144505,0.216689,-0.217899,-0.183263,-0.355461,0.185871,0.394359,0.0546536
280.614,-0.18318,-0.0940643,-0.288067,0.318665,-0.117383,0.391627,0.103574,0.121539,0.0410326,0.022381,-0.260058,-0.135715,0.214906,-0.230732,-0.195128,-0.375601,0.19274,0.395144,0.0783197
279.819,-0.19137,-0.10089,-0.296497,0.322513,-0.122751,0.400581,0.10636,0.118515,0.0381452,0.0282748,-0.255837,-0.13947,0.221772,-0.231672,-0.1984,-0.367987,0.195403,0.397189,0.0761218
280.452,-0.149897,-0.0980051,-0.290126,0.319635,-0.123429,0.39603,0.0991501,0.114829,0.0403006,0.0226527,-0.262583,-0.15061,0.223939,-0.230523,-0.196565,-0.370752,0.188391,0.385911,0.0816504
282.746,-0.148309,-0.0985218,-0.308104,0.332592,-0.103424,0.403625,0.0743747,0.122443,0.0363783,0.0191374,-0.26372,-0.148197,0.224277,-0.232416,-0.177046,-0.365175,0.176999,0.378531,0.0765553
281.276,-0.147328,-0.101412,-0.316176,0.324533,-0.120323,0.396132,0.0723811,0.128935,0.0288505,0.0180069,-0.250212,-0.128517,0.219413,-0.235873,-0.184113,-0.352847,0.169645,0.396074,0.0828317
282.95,-0.151897,-0.0859253,-0.319537,0.278306,-0.117532,0.390165,0.0854223,0.14253,0.0171194,0.0392372,-0.272984,-0.117915,0.223411,-0.267935,-0.167594,-0.344321,0.164472,0.388294,0.116684
282.042,-0.158071,-0.10278,-0.327318,0.274397,-0.107045,0.38821,0.0840794,0.161432,0.0153881,0.0514666,-0.268785,-0.132015,0.233742,-0.271756,-0.160353,-0.343447,0.174981,0.391654,0.0962179
281.846,-0.21215,-0.11276,-0.35556,0.290697,-0.110238,0.379084,0.0974512,0.155704,0.0234914,0.0666379,-0.251742,-0.119159,0.247607,-0.268934,-0.146977,-0.345798,0.177496,0.403124,0.0820247
280.378,-0.186242,-0.133673,-0.372174,0.261834,-0.130247,0.403712,0.110174,0.155856,0.0305641,0.0851667,-0.234681,-0.130988,0.251501,-0.279821,-0.119626,-0.381213,0.187795,0.382124,0.099938
282.034,-0.189911,-0.140064,-0.35417,0.269925,-0.123322,0.387465,0.104182,0.1513,0.0370287,0.0817857,-0.242091,-0.136139,0.255706,-0.279566,-0.105442,-0.378331,0.191415,0.37494,0.095287
282.65,-0.192284,-0.153741,-0.342397,0.244371,-0.106322,0.379,0.0971262,0.150352,0.03944,0.0946544,-0.242847,-0.148031,0.254187,-0.288585,-0.0824787,-0.382509,0.198351,0.370807,0.110907
284.851,-0.193154,-0.139323,-0.361501,0.277971,-0.102739,0.384815,0.102277,0.14532,0.0506852,0.0719294,-0.234685,-0.161903,0.246324,-0.282259,-0.103401,-0.380808,0.19559,0.365333,0.119527
284.456,-0.201535,-0.147677,-0.343421,0.294846,-0.110839,0.370755,0.103643,0.120444,0.0586283,0.0795095,-0.240034,-0.15064,0.256263,-0.26932,-0.114003,-0.389222,0.175071,0.351234,0.156296
283.802,-0.238169,-0.179234,-0.342675,0.314097,-0.149829,0.370473,0.130908,0.111539,0.0610192,0.0917655,-0.256244,-0.142928,0.276841,-0.254479,-0.113047,-0.386346,0.196357,0.354176,0.155774
278.154,-0.272052,-0.191376,-0.319866,0.328529,-0.170405,0.374198,0.129317,0.0892948,0.0645506,0.085526,-0.232204,-0.143057,0.292974,-0.233565,-0.134727,-0.369598,0.186644,0.353136,0.162683
279.413,-0.289426,-0.194613,-0.35554,0.351501,-0.170867,0.396373,0.130096,0.0917816,0.0657585,0.0860195,-0.225264,-0.144097,0.287987,-0.242306,-0.111983,-0.380599,0.203452,0.35153,0.150196
280.726,-0.265817,-0.197282,-0.34917,0.337093,-0.140598,0.408,0.144003,0.0719922,0.0403975,0.0788191,-0.224596,-0.148844,0.296455,-0.240332,-0.12563,-0.372909,0.219273,0.362392,0.106752
281.024,-0.299047,-0.205165,-0.367211,0.346541,-0.134769,0.414531,0.152462,0.0835459,0.0325838,0.093485,-0.221759,-0.132006,0.314839,-0.230831,-0.123195,-0.379582,0.225006,0.368081,0.0624905
280.807,-0.285482,-0.194917,-0.401514,0.361876,-0.147757,0.42405,0.178803,0.083253,0.0260817,0.0935846,-0.234648,-0.114673,0.335471,-0.233169,-0.155665,-0.397578,0.242953,0.349466,0.0698646
281.458,-0.279681,-0.192611,-0.396672,0.348721,-0.138335,0.419755,0.208059,0.086848,0.0262757,0.0951331,-0.232836,-0.127066,0.334742,-0.240658,-0.194383,-0.390468,0.236471,0.350032,0.0866722
279.42,-0.296849,-0.194991,-0.401794,0.329791,-0.131609,0.427374,0.212713,0.105224,0.0198141,0.112059,-0.207178,-0.122447,0.3349,-0.251578,-0.187266,-0.39284,0.240443,0.354459,0.0497728
284.441,-0.322304,-0.214455,-0.359823,0.360049,-0.135587,0.429107,0.221496,0.111941,0.0110762,0.13684,-0.209163,-0.141716,0.327773,-0.288282,-0.187387,-0.412749,0.250653,0.359455,0.0630746
287.36,-0.322024,-0.241667,-0.386888,0.332351,-0.139004,0.448115,0.220673,0.11745,0.0193113,0.130299,-0.198688,-0.149329,0.33828,-0.292934,-0.196166,-0.401066,0.271605,0.359949,0.0897336
288.293,-0.33986,-0.250637,-0.376668,0.34181,-0.142927,0.442401,0.222166,0.12601,0.029254,0.12649,-0.198558,-0.165132,0.343473,-0.294743,-0.189644,-0.408324,0.262361,0.358498,0.114031
285.498,-0.317875,-0.24783,-0.382484,0.342659,-0.140727,0.441654,0.216601,0.124634,0.0174221,0.124144,-0.195231,-0.160772,0.347936,-0.294561,-0.213143,-0.409742,0.272938,0.342388,0.131989
286.049,-0.293222,-0.250285,-0.376164,0.322333,-0.117769,0.437718,0.213518,0.144361,0.00345296,0.115449,-0.183225,-0.152902,0.347914,-0.313343,-0.226285,-0.409442,0.253957,0.336969,0.146965
290.34,-0.255019,-0.245261,-0.346933,0.332132,-0.120304,0.401582,0.216577,0.135318,-0.01224,0.0970531,-0.183007,-0.168516,0.351218,-0.323659,-0.212813,-0.432837,0.258634,0.354433,0.153641
291.836,-0.249816,-0.244165,-0.349909,0.321471,-0.135969,0.403736,0.219702,0.149552,-0.0150333,0.101583,-0.174351,-0.162596,0.360363,-0.323206,-0.221597,-0.432999,0.268422,0.358441,0.12637
289.523,-0.25323,-0.247878,-0.342532,0.289068,-0.11849,0.402619,0.234359,0.128011,0.00837968,0.101227,-0.184586,-0.149737,0.362649,-0.313695,-0.215519,-0.443897,0.280009,0.350016,0.113227
290.194,-0.242074,-0.254235,-0.339797,0.289185,-0.115782,0.399149,0.230936,0.132404,-0.00551144,0.102148,-0.173911,-0.152343,0.357652,-0.314853,-0.213567,-0.441022,0.274338,0.34519,0.122096
290.46,-0.240822,-0.255,-0.342757,0.282801,-0.106344,0.402149,0.230821,0.121376,0.000120972,0.11353,-0.179218,-0.164008,0.353379,-0.312802,-0.202446,-0.444442,0.269822,0.341776,0.132065
291.745,-0.244442,-0.254146,-0.346134,0.279858,-0.11608,0.405725,0.238071,0.126912,0.0148878,0.114026,-0.190573,-0.166769,0.350129,-0.315152,-0.219523,-0.43741,0.266403,0.342162,0.152055
291.009,-0.254711,-0.255188,-0.333024,0.25922,-0.124132,0.404138,0.247128,0.12328,0.0303374,0.110352,-0.181844,-0.158951,0.347741,-0.326546,-0.200154,-0.435699,0.261719,0.357311,0.129023
293.248,-0.246231,-0.242915,-0.336698,0.255227,-0.123697,0.405439,0.255025,0.13296,0.0299702,0.0997527,-0.187917,-0.162584,0.353692,-0.31532,-0.210547,-0.443044,0.273678,0.345292,0.117916
287.152,-0.251988,-0.23934,-0.349446,0.254936,-0.122096,0.408822,0.265627,0.114939,0.0316984,0.0958581,-0.175252,-0.157685,0.352048,-0.313143,-0.219069,-0.437441,0.28579,0.35527,0.100473
287.829,-0.253042,-0.232427,-0.362277,0.251066,-0.133788,0.401447,0.265099,0.108137,0.0549921,0.0925055,-0.17581,-0.157039,0.361216,-0.317037,-0.221794,-0.433189,0.303978,0.363733,0.0842279
286.816,-0.262991,-0.227545,-0.335912,0.274096,-0.151043,0.403386,0.247058,0.0998144,0.05076,0.0991111,-0.181117,-0.152039,0.372963,-0.317363,-0.218664,-0.429393,0.30002,0.36658,0.0622773
287.057,-0.275952,-0.23395,-0.361147,0.296066,-0.166335,0.412664,0.255355,0.0920251,0.0579463,0.110439,-0.185655,-0.139975,0.372621,-0.314638,-0.220867,-0.452139,0.303528,0.384777,0.0652363
289.155,-0.303154,-0.231783,-0.365821,0.272313,-0.171337,0.440577,0.263709,0.0989056,0.0464099,0.110426,-0.209171,-0.137106,0.375396,-0.292625,-0.216413,-0.456738,0.303211,0.390818,0.082382
288.167,-0.303845,-0.247853,-0.358375,0.267143,-0.174374,0.446079,0.271867,0.107199,0.0432878,0.112579,-0.208604,-0.140617,0.352308,-0.281307,-0.206989,-0.458531,0.302887,0.385591,0.0915539
288.968,-0.299918,-0.250854,-0.361817,0.259652,-0.169645,0.45332,0.274897,0.107549,0.0558521,0.104844,-0.231935,-0.138792,0.356447,-0.281494,-0.189758,-0.47055,0.311372,0.400288,0.0705412
290.079,-0.290393,-0.233132,-0.360368,0.259427,-0.147461,0.447633,0.271186,0.113812,0.0472529,0.116298,-0.22721,-0.164014,0.335625,-0.280373,-0.187874,-0.45919,0.31847,0.378378,0.0619321
291.244,-0.305359,-0.229544,-0.354841,0.277739,-0.138186,0.447364,0.270637,0.12095,0.0443973,0.113891,-0.223352,-0.165514,0.345131,-0.281702,-0.192979,-0.460199,0.314739,0.360563,0.0562649
290.765,-0.279157,-0.244061,-0.355443,0.273752,-0.132383,0.433199,0.261439,0.111903,0.0392203,0.108582,-0.218692,-0.153086,0.360985,-0.272681,-0.212461,-0.468882,0.331009,0.358523,0.0582349
288.719,-0.286711,-0.219676,-0.338644,0.28509,-0.139382,0.409368,0.264507,0.119361,0.0217581,0.116898,-0.208267,-0.154759,0.326575,-0.264099,-0.195574,-0.457152,0.316844,0.338584,0.0652797
287.073,-0.279765,-0.219017,-0.318121,0.283213,-0.146266,0.403473,0.247894,0.12484,0.0137564,0.11891,-0.204472,-0.15527,0.317959,-0.254485,-0.200686,-0.470667,0.328717,0.335504,0.0744813
293.172,-0.309224,-0.243377,-0.304485,0.254891,-0.150446,0.417539,0.251217,0.115039,0.00348313,0.139321,-0.19019,-0.156045,0.332498,-0.256162,-0.212268,-0.474234,0.332113,0.3507,0.0996291
294.859,-0.323218,-0.226254,-0.305454,0.28705,-0.133474,0.407633,0.237741,0.102748,-0.0062499,0.128515,-0.1936,-0.154831,0.344586,-0.270148,-0.2065,-0.460763,0.314732,0.343442,0.114047
293.938,-0.313842,-0.231201,-0.310834,0.28432,-0.133869,0.408958,0.24233,0.102828,-0.0124464,0.114857,-0.200579,-0.153168,0.343652,-0.269106,-0.193129,-0.462096,0.318077,0.350543,0.114705
294.385,-0.326133,-0.24057,-0.295241,0.293584,-0.114468,0.408234,0.236999,0.104311,-0.0195806,0.105876,-0.190507,-0.14879,0.357824,-0.27625,-0.185101,-0.468971,0.317835,0.339397,0.101553
294.579,-0.326192,-0.225124,-0.30415,0.297805,-0.133252,0.402217,0.248478,0.0915492,-0.0202881,0.117966,-0.186538,-0.15126,0.360654,-0.274131,-0.169359,-0.475685,0.324319,0.342695,0.0802975
295.835,-0.317326,-0.224922,-0.283208,0.302882,-0.115391,0.402576,0.239663,0.0863967,-0.0249753,0.119442,-0.206147,-0.161578,0.34579,-0.275807,-0.151774,-0.48331,0.315001,0.335282,0.097406
296.886,-0.303968,-0.229154,-0.298581,0.284458,-0.126523,0.398775,0.238918,0.0968929,-0.0228666,0.110815,-0.188993,-0.15301,0.359637,-0.289218,-0.13599,-0.477692,0.302571,0.321936,0.111993
295.384,-0.311554,-0.190922,-0.316104,0.282525,-0.132206,0.397919,0.236243,0.109175,-0.0212677,0.115828,-0.204634,-0.156882,0.372017,-0.283082,-0.135647,-0.484791,0.291558,0.33737,0.0944537
299.886,-0.325126,-0.186772,-0.303517,0.266062,-0.127736,0.403733,0.230566,0.11395,-0.0229228,0.115074,-0.209415,-0.163771,0.367345,-0.283062,-0.144815,-0.491117,0.300058,0.3435,0.117965
295.228,-0.326334,-0.174038,-0.305744,0.28242,-0.14145,0.396183,0.238777,0.109691,-0.02307,0.108994,-0.210423,-0.181424,0.371506,-0.291721,-0.14366,-0.491741,0.317104,0.357502,0.107429
297.149,-0.359163,-0.161347,-0.315776,0.275874,-0.150016,0.398518,0.241878,0.102461,-0.00126033,0.0984032,-0.210752,-0.181053,0.377051,-0.287113,-0.141618,-0.48553,0.326506,0.337943,0.134993
299.992,-0.372218,-0.174701,-0.313134,0.284144,-0.149132,0.405656,0.229363,0.113108,-0.00421466,0.11806,-0.204238,-0.172913,0.370521,-0.289892,-0.138326,-0.493934,0.341052,0.330229,0.120572
298.075,-0.385459,-0.194761,-0.311343,0.281562,-0.156964,0.402259,0.235349,0.111989,0.0141348,0.127127,-0.198707,-0.161383,0.383578,-0.288443,-0.132129,-0.526324,0.331747,0.335789,0.131979
295.988,-0.384984,-0.199362,-0.306621,0.28357,-0.150893,0.401313,0.23899,0.118189,0.0186374,0.125367,-0.189137,-0.164533,0.387385,-0.289944,-0.140259,-0.521335,0.324639,0.328846,0.120132
298.586,-0.387736,-0.189856,-0.324831,0.289861,-0.154608,0.402355,0.234158,0.122257,0.0180169,0.115185,-0.19684,-0.168738,0.386261,-0.295021,-0.125655,-0.52676,0.341333,0.339971,0.120646
296.743,-0.365255,-0.189197,-0.333555,0.268519,-0.15442,0.405619,0.233682,0.135275,0.012771,0.111586,-0.198594,-0.177988,0.385285,-0.295431,-0.13536,-0.526433,0.346271,0.345194,0.132031
295.147,-0.355455,-0.194085,-0.334708,0.270049,-0.156719,0.399146,0.241137,0.139585,0.00745564,0.114722,-0.193724,-0.171506,0.371041,-0.294244,-0.119034,-0.532109,0.345627,0.339007,0.123815
294.091,-0.348548,-0.191519,-0.332197,0.240548,-0.158471,0.406735,0.237561,0.134604,0.0194391,0.119539,-0.195669,-0.172015,0.371012,-0.296893,-0.116084,-0.533279,0.350022,0.346736,0.118478
290.286,-0.353284,-0.188775,-0.336088,0.229098,-0.177258,0.412476,0.24247,0.128147,0.0195437,0.118736,-0.191638,-0.171045,0.370974,-0.293896,-0.116647,-0.529848,0.35202,0.359334,0.12568
291.717,-0.343553,-0.184241,-0.355871,0.229028,-0.173533,0.403905,0.246586,0.133284,0.0161145,0.12758,-0.194757,-0.177057,0.361671,-0.290577,-0.122723,-0.533101,0.357839,0.37353,0.125876
294.06,-0.32402,-0.164715,-0.339354,0.227625,-0.183842,0.407411,0.235727,0.130815,0.00891795,0.128357,-0.207914,-0.181176,0.356401,-0.297137,-0.133806,-0.511529,0.357486,0.379489,0.111263
295.717,-0.323173,-0.164894,-0.343511,0.212901,-0.189987,0.415648,0.243776,0.128077,0.0132245,0.131971,-0.206073,-0.178608,0.356834,-0.295809,-0.141989,-0.507533,0.348556,0.392775,0.107817
293.209,-0.329654,-0.172884,-0.334949,0.197729,-0.185995,0.422448,0.242661,0.135668,0.021809,0.135859,-0.198512,-0.190372,0.358383,-0.296628,-0.134997,-0.513902,0.337448,0.394307,0.111579
291.693,-0.317395,-0.186552,-0.339434,0.196229,-0.189417,0.432882,0.239655,0.124345,0.0265925,0.144029,-0.188801,-0.203448,0.356496,-0.292158,-0.138309,-0.517234,0.350002,0.377424,0.125091
291.042,-0.306822,-0.183362,-0.325974,0.194475,-0.187136,0.422045,0.233512,0.118323,0.0275423,0.142079,-0.188368,-0.213428,0.354898,-0.289051,-0.133689,-0.514439,0.344584,0.376751,0.128061
288.101,-0.286711,-0.169645,-0.315237,0.202878,-0.196434,0.417822,0.243993,0.116973,0.0181307,0.12574,-0.187918,-0.224868,0.343917,-0.300898,-0.135814,-0.507528,0.332988,0.38049,0.142123
288.922,-0.280118,-0.174162,-0.31426,0.203741,-0.194117,0.414387,0.239933,0.110699,0.017365,0.125019,-0.185551,-0.225111,0.34367,-0.299115,-0.135277,-0.507446,0.333113,0.382569,0.144662
288.294,-0.270674,-0.15699,-0.304347,0.21979,-0.193208,0.415643,0.2349,0.104632,0.0173475,0.11424,-0.178511,-0.224106,0.341039,-0.295696,-0.132935,-0.516402,0.315786,0.369527,0.139966
286.167,-0.27657,-0.154134,-0.3034,0.213252,-0.192416,0.40381,0.235783,0.0990759,0.0236787,0.111671,-0.18645,-0.217231,0.335593,-0.2809,-0.134049,-0.500412,0.313256,0.378967,0.130475
286.608,-0.274823,-0.146014,-0.303967,0.197528,-0.192667,0.399831,0.235185,0.101772,0.02786,0.113175,-0.183181,-0.21568,0.334052,-0.278717,-0.134351,-0.499879,0.312026,0.384903,0.122949
287.122,-0.272704,-0.144249,-0.308221,0.195876,-0.193751,0.40203,0.233214,0.0994283,0.0271718,0.107166,-0.182902,-0.213069,0.338127,-0.277256,-0.130419,-0.496988,0.316331,0.38263,0.117584
286.962,-0.273219,-0.146299,-0.306068,0.197348,-0.190504,0.402805,0.230671,0.104025,0.0276577,0.0994865,-0.182498,-0.214689,0.337554,-0.274861,-0.136822,-0.497176,0.313732,0.386108,0.122748
288.635,-0.292376,-0.151282,-0.322743,0.182465,-0.173457,0.412256,0.233059,0.0977634,0.0281139,0.106225,-0.189632,-0.210011,0.3295,-0.270998,-0.133588,-0.500873,0.338003,0.390565,0.127011
288.933,-0.287077,-0.147172,-0.324053,0.176221,-0.171461,0.403533,0.221183,0.0893997,0.0316139,0.116172,-0.201622,-0.206059,0.330894,-0.279287,-0.117871,-0.496303,0.336564,0.38889,0.136434
289.429,-0.279296,-0.155692,-0.325245,0.188865,-0.162772,0.392846,0.226946,0.100404,0.0362676,0.110101,-0.199306,-0.210994,0.321433,-0.275122,-0.106818,-0.503325,0.335531,0.390217,0.11596
288.598,-0.288767,-0.146212,-0.312949,0.196767,-0.170092,0.384781,0.227549,0.0999952,0.0386564,0.112263,-0.201128,-0.213859,0.325347,-0.26962,-0.102401,-0.499332,0.341503,0.376932,0.100566
288.411,-0.295328,-0.140885,-0.312543,0.184329,-0.170607,0.380486,0.225747,0.100434,0.0317222,0.114571,-0.19738,-0.210748,0.330532,-0.263912,-0.110224,-0.494853,0.343528,0.370037,0.115095
290.75,-0.305795,-0.139471,-0.308591,0.17456,-0.177397,0.379995,0.246884,0.0981018,0.0412427,0.109912,-0.20189,-0.214702,0.336343,-0.276391,-0.0895137,-0.498256,0.341345,0.367775,0.115848
290.57,-0.299711,-0.124779,-0.314624,0.162229,-0.182368,0.388599,0.255908,0.0817049,0.0427425,0.103871,-0.205756,-0.206576,0.346954,-0.276187,-0.0901374,-0.502576,0.341556,0.352631,0.12652
294.021,-0.310697,-0.12853,-0.307281,0.175265,-0.18304,0.392796,0.25584,0.0808342,0.034915,0.107061,-0.199233,-0.212782,0.344988,-0.277576,-0.0788673,-0.51085,0.341042,0.34544,0.130676
294.012,-0.292638,-0.11916,-0.302878,0.180969,-0.184511,0.38708,0.251923,0.0814414,0.0289934,0.0944383,-0.203178,-0.220891,0.34564,-0.276917,-0.0891137,-0.513832,0.349953,0.357166,0.125514
294.703,-0.29857,-0.130881,-0.322432,0.181737,-0.210199,0.407316,0.266042,0.0814744,0.0303938,0.110831,-0.199413,-0.21192,0.351425,-0.284013,-0.090247,-0.506764,0.355291,0.36555,0.104378
294.754,-0.294585,-0.119982,-0.316157,0.177502,-0.235604,0.406945,0.256893,0.0829333,0.0350228,0.113035,-0.206497,-0.217074,0.360708,-0.301301,-0.0881771,-0.504531,0.352971,0.37811,0.119787
288.667,-0.291147,-0.114929,-0.300824,0.176927,-0.254843,0.412687,0.248782,0.0799186,0.0350255,0.112123,-0.210188,-0.211971,0.356348,-0.298704,-0.0858732,-0.487828,0.339549,0.375589,0.119358
287.98,-0.300229,-0.120409,-0.306357,0.187139,-0.254957,0.417163,0.250632,0.0823878,0.038106,0.113105,-0.210972,-0.209465,0.352856,-0.309428,-0.0884294,-0.483974,0.34044,0.36862,0.133771
293.88,-0.295635,-0.116515,-0.306811,0.175867,-0.246046,0.410544,0.255935,0.0870397,0.0486525,0.10682,-0.217188,-0.208702,0.358302,-0.312597,-0.101853,-0.4732,0.339292,0.370118,0.125976
293.27,-0.290729,-0.127246,-0.324416,0.170869,-0.242687,0.41009,0.262281,0.0916046,0.0472677,0.111309,-0.213794,-0.203729,0.363156,-0.309742,-0.0938024,-0.47317,0.339001,0.368414,0.115324
290.199,-0.29049,-0.128958,-0.318452,0.183247,-0.234123,0.405231,0.258269,0.0910285,0.0428773,0.11459,-0.213741,-0.204352,0.353772,-0.30899,-0.095975,-0.465924,0.331568,0.364507,0.115915
289.225,-0.286915,-0.139757,-0.309347,0.187849,-0.230896,0.401218,0.258366,0.0790923,0.0452922,0.113099,-0.21206,-0.200834,0.357195,-0.312726,-0.101593,-0.473091,0.328032,0.372986,0.12409
290.664,-0.273207,-0.120584,-0.325891,0.193024,-0.209454,0.39406,0.254304,0.08083,0.0361402,0.107347,-0.211287,-0.200526,0.353514,-0.324828,-0.0891532,-0.468095,0.313497,0.378558,0.111749
291.707,-0.29623,-0.118603,-0.326626,0.183175,-0.200063,0.392167,0.250306,0.0921619,0.0309443,0.106107,-0.206551,-0.202017,0.367482,-0.322242,-0.092283,-0.469675,0.306429,0.381769,0.123748
289.158,-0.298681,-0.119969,-0.327875,0.200808,-0.197169,0.409792,0.249875,0.0885212,0.0255623,0.111933,-0.222441,-0.203573,0.36423,-0.327241,-0.0949977,-0.465287,0.311783,0.384513,0.110215
290.194,-0.314798,-0.112831,-0.324031,0.213028,-0.201277,0.40539,0.242805,0.0953076,0.0274314,0.109973,-0.22464,-0.202362,0.364574,-0.316514,-0.0821677,-0.46167,0.309012,0.382394,0.0903762
292.349,-0.301654,-0.102502,-0.334388,0.202647,-0.205066,0.409334,0.249785,0.0923712,0.0119614,0.103592,-0.229204,-0.193771,0.362644,-0.320459,-0.0815597,-0.462588,0.301075,0.399541,0.0982416
293.044,-0.303212,-0.104794,-0.335088,0.204649,-0.204887,0.409171,0.248193,0.0982963,0.0182876,0.1006,-0.22749,-0.198617,0.352914,-0.317387,-0.0870327,-0.453025,0.288229,0.402325,0.108866
294.142,-0.301142,-0.10865,-0.321406,0.21629,-0.198909,0.404254,0.242215,0.0841842,0.0163076,0.0910248,-0.222888,-0.19638,0.343793,-0.336662,-0.0907487,-0.433885,0.275111,0.414321,0.12317
295.029,-0.284591,-0.117389,-0.308099,0.211073,-0.185889,0.398743,0.247838,0.0745279,0.0127286,0.0892115,-0.225612,-0.191855,0.340398,-0.339973,-0.0897653,-0.443392,0.266172,0.4063,0.139573
295.216,-0.297421,-0.117622,-0.308403,0.212529,-0.185002,0.398372,0.250294,0.0662707,0.0122538,0.0954241,-0.22498,-0.191974,0.334635,-0.338638,-0.0818798,-0.437429,0.267706,0.403692,0.142175
291.374,-0.307625,-0.115908,-0.297046,0.217165,-0.191779,0.400496,0.23623,0.0694489,0.00885458,0.114989,-0.229362,-0.190753,0.327655,-0.342556,-0.0786912,-0.439875,0.258159,0.407404,0.153194
291.099,-0.297006,-0.111313,-0.290429,0.213953,-0.221406,0.392703,0.243832,0.0654173,0.0209216,0.106583,-0.231084,-0.194543,0.330508,-0.331583,-0.072148,-0.447903,0.252394,0.413617,0.157485
285.702,-0.293177,-0.130848,-0.30015,0.204876,-0.206441,0.398919,0.263754,0.0682438,0.0316397,0.109468,-0.231688,-0.200975,0.324933,-0.335411,-0.0615215,-0.460215,0.238505,0.411337,0.168753
288.822,-0.283566,-0.122209,-0.309603,0.184977,-0.201203,0.399138,0.252495,0.0710248,0.0408996,0.111958,-0.230245,-0.184467,0.329545,-0.344147,-0.0612411,-0.456268,0.23802,0.42371,0.141182
288.303,-0.285262,-0.11945,-0.312877,0.175376,-0.204585,0.399882,0.259729,0.0742106,0.0305733,0.1092,-0.23371,-0.177675,0.321918,-0.338196,-0.0618014,-0.451747,0.241137,0.422238,0.151039
288.148,-0.289519,-0.129845,-0.309306,0.172415,-0.205767,0.386743,0.25652,0.0817009,0.0221425,0.113571,-0.232983,-0.179338,0.321612,-0.334019,-0.0675734,-0.436583,0.24212,0.424408,0.163701
288.941,-0.277677,-0.128503,-0.309751,0.168686,-0.197662,0.385172,0.257549,0.0871346,0.0268107,0.111409,-0.233595,-0.183566,0.31821,-0.333675,-0.0714407,-0.435802,0.23811,0.419341,0.159249
294.682,-0.276546,-0.145396,-0.298895,0.173757,-0.209229,0.377498,0.261113,0.0819154,0.025342,0.10338,-0.237465,-0.196307,0.32194,-0.338368,-0.0620507,-0.435499,0.255584,0.4281,0.171128
290.544,-0.277958,-0.147379,-0.308841,0.17406,-0.208157,0.373002,0.264028,0.0693456,0.0291152,0.103756,-0.234628,-0.196181,0.330618,-0.342282,-0.0825561,-0.430647,0.266125,0.439447,0.179133
289.223,-0.274474,-0.144244,-0.314495,0.177822,-0.206116,0.372036,0.270903,0.0712744,0.0219664,0.104463,-0.237011,-0.197089,0.325517,-0.346023,-0.0712869,-0.439771,0.26519,0.450429,0.170912
291.513,-0.276007,-0.139946,-0.315509,0.181935,-0.209182,0.376702,0.267749,0.0707207,0.0164124,0.10448,-0.239555,-0.19713,0.325527,-0.348216,-0.0700647,-0.443577,0.267889,0.448627,0.179145
291.592,-0.293652,-0.157672,-0.308823,0.182501,-0.200471,0.385619,0.26155,0.0559396,0.0179456,0.106191,-0.229949,-0.193076,0.318026,-0.345478,-0.0752135,-0.440263,0.274962,0.443277,0.198585
290.474,-0.306073,-0.152742,-0.309425,0.177318,-0.209933,0.394263,0.275818,0.0582405,0.0200508,0.0974798,-0.226526,-0.19751,0.313584,-0.331096,-0.0758122,-0.446123,0.270204,0.440719,0.207564
295.589,-0.310331,-0.152989,-0.307994,0.164654,-0.186648,0.392605,0.269987,0.0549259,0.0294933,0.0975621,-0.223069,-0.196954,0.317042,-0.33832,-0.0861936,-0.440917,0.267381,0.452355,0.197412
291.432,-0.309228,-0.150841,-0.305165,0.171855,-0.192174,0.384722,0.269522,0.0547747,0.027378,0.0834857,-0.224882,-0.193893,0.315401,-0.31249,-0.088731,-0.440844,0.267872,0.440049,0.20319
