"Objective_function","Main_RecrDev_1994","Main_RecrDev_1995","Main_RecrDev_1996","Main_RecrDev_1997","Main_RecrDev_1998","Main_RecrDev_1999","Main_RecrDev_2000","Main_RecrDev_2001","Main_RecrDev_2002","Main_RecrDev_2003","Main_RecrDev_2004","Main_RecrDev_2005","Main_RecrDev_2006","Main_RecrDev_2007","Main_RecrDev_2008","Main_RecrDev_2009","Main_RecrDev_2010","Main_RecrDev_2011","Main_RecrDev_2012"
297.793,-0.307044,-0.0569811,-0.337868,0.0655435,-0.269016,0.31469,0.225426,0.159347,0.0907976,0.0915832,-0.189641,-0.0674182,0.336973,-0.249838,0.0176492,-0.437499,0.17032,0.346392,0.0965845
299.613,-0.305282,-0.0448876,-0.345383,0.0874585,-0.309422,0.3297,0.204883,0.188759,0.0995827,0.0766788,-0.192101,-0.0529353,0.332399,-0.260659,-0.00913065,-0.416985,0.182768,0.329289,0.105267
296.227,-0.270192,-0.051338,-0.377764,0.110674,-0.295549,0.321862,0.223873,0.176817,0.108291,0.07011,-0.196546,-0.058585,0.335238,-0.273836,-0.0402834,-0.416825,0.193029,0.343665,0.097358
296.015,-0.234084,-0.0583077,-0.37627,0.0888401,-0.264521,0.307884,0.224852,0.169308,0.127892,0.0661941,-0.222233,-0.0618573,0.343553,-0.261537,-0.0397893,-0.438029,0.189645,0.329644,0.108817
292.04,-0.215182,-0.0631293,-0.377832,0.0456213,-0.269824,0.320096,0.217053,0.177286,0.134952,0.0714625,-0.223241,-0.0581171,0.35008,-0.258309,-0.0461053,-0.437171,0.200281,0.321101,0.110978
294.304,-0.219474,-0.0890702,-0.373211,0.0667549,-0.290343,0.318094,0.232922,0.176997,0.143769,0.0551759,-0.212384,-0.058594,0.351642,-0.255517,-0.0551804,-0.427208,0.210257,0.329823,0.0955459
298.595,-0.224062,-0.0911217,-0.370821,0.0710722,-0.287716,0.318466,0.226048,0.186817,0.143029,0.0494098,-0.209633,-0.0557916,0.352052,-0.265443,-0.0655048,-0.424672,0.218546,0.330343,0.0989835
294.359,-0.224023,-0.0845048,-0.353295,0.0669767,-0.294099,0.326643,0.215107,0.19703,0.128992,0.0517355,-0.222141,-0.056208,0.357108,-0.26062,-0.0694767,-0.434354,0.215803,0.332645,0.10668
294.599,-0.237456,-0.100319,-0.348777,0.0555646,-0.270274,0.34262,0.222496,0.195441,0.122683,0.0533704,-0.235056,-0.0553848,0.357628,-0.254124,-0.0772387,-0.433442,0.211437,0.333646,0.117185
292.594,-0.219381,-0.0774326,-0.345781,0.0672666,-0.262753,0.333832,0.22062,0.203326,0.12034,0.0612624,-0.237948,-0.0614372,0.343474,-0.272483,-0.0765916,-0.450331,0.199594,0.338092,0.11633
290.768,-0.207475,-0.0980103,-0.354331,0.0691111,-0.242384,0.325843,0.208165,0.189787,0.120192,0.0601097,-0.232794,-0.0434945,0.343231,-0.279098,-0.0699488,-0.456418,0.204399,0.331944,0.131171
293.82,-0.225773,-0.08688,-0.356187,0.0782742,-0.229275,0.335326,0.210013,0.185777,0.118464,0.0604337,-0.229888,-0.0507991,0.347134,-0.287063,-0.0728935,-0.441017,0.207726,0.313975,0.122653
293.028,-0.199602,-0.0860617,-0.347218,0.0725601,-0.230166,0.328044,0.203971,0.186437,0.127876,0.0738864,-0.230899,-0.0586344,0.331722,-0.277595,-0.077604,-0.441656,0.205276,0.316775,0.102889
297.371,-0.213772,-0.083609,-0.363655,0.101032,-0.235632,0.350402,0.196177,0.182705,0.139111,0.082451,-0.227295,-0.0525327,0.35154,-0.274875,-0.0878493,-0.460872,0.195656,0.327309,0.0737087
299.398,-0.188245,-0.0842531,-0.36424,0.0954223,-0.233139,0.360243,0.179498,0.189532,0.151887,0.0797901,-0.230649,-0.0545824,0.353339,-0.297523,-0.0863038,-0.448668,0.166162,0.322259,0.0894713
294.734,-0.222644,-0.0852115,-0.348898,0.095356,-0.220078,0.359576,0.172538,0.186688,0.141884,0.0951205,-0.237702,-0.0601781,0.359556,-0.285219,-0.0747765,-0.448065,0.15188,0.322388,0.0977862
295.043,-0.208684,-0.0836855,-0.353195,0.0835483,-0.20463,0.352302,0.178506,0.186915,0.115201,0.0980439,-0.250919,-0.0450212,0.369058,-0.292653,-0.0821534,-0.4475,0.154564,0.316611,0.113691
291.019,-0.199623,-0.107526,-0.32897,0.088384,-0.191153,0.351738,0.172834,0.184214,0.106683,0.0944873,-0.257864,-0.0430208,0.360464,-0.287352,-0.0837046,-0.442411,0.157439,0.303435,0.121946
290.952,-0.197784,-0.124158,-0.348719,0.0837526,-0.20874,0.368338,0.170954,0.20414,0.0905863,0.100065,-0.260697,-0.049186,0.361713,-0.288874,-0.0849659,-0.425391,0.16071,0.315656,0.132601
290.242,-0.200856,-0.120638,-0.313651,0.0665553,-0.208925,0.383138,0.178525,0.188188,0.102786,0.105096,-0.261009,-0.0371466,0.353873,-0.298095,-0.0827493,-0.431232,0.167131,0.312064,0.0969451
286.157,-0.225109,-0.117408,-0.297972,0.10728,-0.21642,0.367724,0.19381,0.177346,0.0851958,0.0993914,-0.259343,-0.0282387,0.356828,-0.310714,-0.0860806,-0.414689,0.15656,0.304571,0.107267
286.738,-0.210726,-0.0912018,-0.310817,0.104245,-0.223637,0.363327,0.191898,0.175538,0.087928,0.0864703,-0.260364,-0.020235,0.343813,-0.30364,-0.0856527,-0.416337,0.154167,0.311167,0.104059
290.611,-0.160369,-0.063753,-0.311468,0.0881614,-0.224255,0.369079,0.173953,0.188114,0.107701,0.08483,-0.26397,-0.0269497,0.339535,-0.309248,-0.0869947,-0.422492,0.146293,0.294547,0.0772865
289.803,-0.173771,-0.0641727,-0.309076,0.0803341,-0.210342,0.375991,0.173081,0.18214,0.0989201,0.0886579,-0.268337,-0.0339762,0.345395,-0.30558,-0.0866109,-0.42723,0.150102,0.304587,0.0798858
286.94,-0.168985,-0.0603911,-0.308062,0.0785702,-0.218499,0.386947,0.175977,0.178409,0.097751,0.102088,-0.258739,-0.0488639,0.343415,-0.323047,-0.0787942,-0.432379,0.16779,0.309762,0.0570519
287.327,-0.204207,-0.0932282,-0.312652,0.0790103,-0.213577,0.422556,0.202723,0.192392,0.107041,0.0818864,-0.255542,-0.0528771,0.362507,-0.313902,-0.076851,-0.427216,0.177201,0.309433,0.0153027
288.028,-0.18579,-0.107953,-0.307791,0.077518,-0.214953,0.411346,0.196016,0.189866,0.0983708,0.0804607,-0.271916,-0.0525941,0.36558,-0.314616,-0.0636491,-0.430646,0.174178,0.321039,0.0355351
286.74,-0.196627,-0.107702,-0.319168,0.0908778,-0.210872,0.401212,0.188736,0.179419,0.0996582,0.0916135,-0.266861,-0.0499511,0.359006,-0.311358,-0.0788159,-0.424148,0.178556,0.339601,0.036824
289.017,-0.191014,-0.101935,-0.318998,0.0965641,-0.215571,0.407648,0.185096,0.182406,0.0972804,0.0972109,-0.260827,-0.0665427,0.360368,-0.31183,-0.0773879,-0.423791,0.174085,0.328199,0.0390382
286.703,-0.177852,-0.0914407,-0.305299,0.0843015,-0.210382,0.408093,0.189824,0.18776,0.0877773,0.0993848,-0.271186,-0.0670228,0.362499,-0.32157,-0.0893502,-0.398227,0.156859,0.333492,0.0223397
287.164,-0.161082,-0.103499,-0.296617,0.0787849,-0.215545,0.413783,0.200044,0.179371,0.0783832,0.0969723,-0.258257,-0.0604774,0.366797,-0.320813,-0.0688062,-0.414197,0.153345,0.310834,0.0209793
284.976,-0.161283,-0.0993977,-0.306079,0.0879691,-0.214919,0.409799,0.204693,0.186732,0.078648,0.110059,-0.256548,-0.0661959,0.354262,-0.319573,-0.0645828,-0.401603,0.160552,0.290487,0.00697976
282.711,-0.111805,-0.120405,-0.32369,0.108539,-0.19327,0.404834,0.192119,0.167754,0.0776454,0.110015,-0.270417,-0.0812782,0.357496,-0.316196,-0.0775382,-0.388684,0.166375,0.289053,0.00945318
281.976,-0.0782697,-0.138322,-0.319431,0.107319,-0.189073,0.411285,0.198131,0.164911,0.0742983,0.0856545,-0.268564,-0.0899401,0.360355,-0.319386,-0.0898742,-0.385485,0.17986,0.266485,0.0300458
283.58,-0.0747426,-0.156288,-0.291801,0.118242,-0.178455,0.408513,0.196264,0.163786,0.0646906,0.0835122,-0.25941,-0.104474,0.335953,-0.314177,-0.0848019,-0.383672,0.190904,0.266654,0.0193044
282.618,-0.0399404,-0.150123,-0.307044,0.100677,-0.170429,0.387127,0.189656,0.170637,0.0530272,0.0762722,-0.242369,-0.107166,0.322088,-0.317971,-0.0959773,-0.372742,0.177408,0.295907,0.0309645
283.996,-0.0228769,-0.153486,-0.310518,0.122098,-0.189599,0.391268,0.195299,0.165391,0.0584056,0.0626395,-0.244725,-0.112023,0.325975,-0.299946,-0.10804,-0.370011,0.17789,0.289524,0.0227346
278.551,-0.0327373,-0.127555,-0.313103,0.11458,-0.206407,0.403118,0.200441,0.158838,0.0549022,0.0720618,-0.238096,-0.105235,0.334381,-0.298784,-0.141478,-0.373008,0.188787,0.299201,0.0100929
279.228,-0.0245107,-0.123843,-0.317668,0.0886063,-0.190316,0.408831,0.201929,0.154531,0.054495,0.0701535,-0.220792,-0.102212,0.345223,-0.290158,-0.17278,-0.371083,0.194898,0.299108,-0.00441109
282.352,-0.00511211,-0.126495,-0.310671,0.0520646,-0.20187,0.415013,0.182272,0.151582,0.0747517,0.0726729,-0.211065,-0.121438,0.339787,-0.274411,-0.155813,-0.36707,0.178791,0.307398,-0.000389545
279.472,-0.0037515,-0.140595,-0.33303,0.0466966,-0.218661,0.418433,0.171385,0.173507,0.0940228,0.0750859,-0.216539,-0.106577,0.352071,-0.283388,-0.163976,-0.3617,0.168669,0.301011,0.0273399
278.433,0.0140831,-0.144679,-0.330999,0.0355374,-0.217795,0.407721,0.174506,0.19051,0.0994903,0.0905331,-0.23893,-0.127891,0.358793,-0.309607,-0.154739,-0.397045,0.183492,0.28169,0.0853293
278.98,0.020995,-0.144785,-0.34022,0.0243926,-0.198867,0.409994,0.171655,0.198117,0.100447,0.0868536,-0.242534,-0.120654,0.358666,-0.312819,-0.139418,-0.4021,0.172565,0.280338,0.0773726
278.931,0.0257445,-0.149078,-0.3395,0.0281335,-0.201,0.410301,0.169886,0.196045,0.0971846,0.0917688,-0.236624,-0.124249,0.362676,-0.316552,-0.138984,-0.400032,0.172051,0.275801,0.0764276
280.401,0.029377,-0.156327,-0.335949,0.0240941,-0.198294,0.408564,0.172581,0.19104,0.0971096,0.0814485,-0.239975,-0.127638,0.36275,-0.308121,-0.133664,-0.403005,0.174256,0.272226,0.0895265
279.871,0.0143556,-0.150648,-0.346351,0.0331658,-0.184463,0.409399,0.163321,0.191908,0.0903825,0.0745161,-0.234192,-0.123304,0.359934,-0.314762,-0.129147,-0.413204,0.179719,0.286615,0.0927564
276.081,0.00137525,-0.151219,-0.331329,0.028059,-0.183025,0.393312,0.172527,0.177207,0.0928731,0.0700444,-0.215573,-0.129067,0.372909,-0.321746,-0.144391,-0.418146,0.184901,0.293429,0.10786
277.094,-0.00214005,-0.15981,-0.320604,0.0251695,-0.153941,0.387261,0.175322,0.168175,0.0876082,0.0676267,-0.210543,-0.131891,0.386522,-0.323009,-0.142128,-0.423089,0.185248,0.300821,0.0834019
279.614,-0.00858001,-0.157839,-0.304205,0.0117749,-0.161972,0.397529,0.189781,0.181513,0.0798605,0.0701478,-0.206546,-0.138768,0.38135,-0.333051,-0.147056,-0.420829,0.179185,0.305713,0.0819921
279.523,0.00217344,-0.17257,-0.297756,0.00658335,-0.162291,0.393335,0.195545,0.196898,0.0684426,0.0672499,-0.205113,-0.130665,0.371061,-0.31966,-0.14481,-0.429654,0.184815,0.308564,0.067853
277.617,-0.0193622,-0.160508,-0.310377,0.0145342,-0.160314,0.400896,0.210561,0.197418,0.0769591,0.0650827,-0.198446,-0.127201,0.384678,-0.317126,-0.150773,-0.441804,0.186367,0.291681,0.0577335
279.749,-0.00744417,-0.157496,-0.320021,0.00475934,-0.156456,0.405017,0.220609,0.188327,0.0819189,0.0734799,-0.205903,-0.135549,0.387655,-0.3038,-0.158682,-0.442584,0.184974,0.287978,0.0532174
280.853,-0.0215361,-0.149873,-0.315245,0.00991247,-0.14684,0.406294,0.211859,0.189035,0.0869639,0.0639525,-0.195033,-0.137215,0.381968,-0.311946,-0.167587,-0.441685,0.191783,0.287952,0.0572414
284.159,-0.0425803,-0.164476,-0.301068,0.0177447,-0.143729,0.404675,0.210374,0.207613,0.0836998,0.0525291,-0.200887,-0.145385,0.394206,-0.309841,-0.154614,-0.443401,0.196273,0.292701,0.0461651
287.485,-0.0235104,-0.182175,-0.281284,0.0191578,-0.156664,0.412855,0.215664,0.198646,0.102062,0.0546411,-0.197287,-0.148953,0.387271,-0.314646,-0.163466,-0.444761,0.20005,0.294738,0.0276616
285.847,-0.0462474,-0.189856,-0.284238,0.00182583,-0.171901,0.410259,0.230704,0.190775,0.0895731,0.0690012,-0.190834,-0.144981,0.393652,-0.325849,-0.159496,-0.441357,0.226346,0.305262,0.0373617
283.423,-0.0396361,-0.192677,-0.285411,0.00799849,-0.174868,0.407864,0.240921,0.183555,0.0930162,0.0642198,-0.185395,-0.145311,0.386738,-0.32119,-0.147918,-0.448951,0.227847,0.295238,0.0339608
284.967,-0.0336014,-0.203474,-0.273681,0.0136765,-0.173613,0.407148,0.240537,0.181304,0.0920729,0.0580361,-0.18909,-0.156943,0.397741,-0.325146,-0.140865,-0.452424,0.22654,0.29666,0.0351228
285.377,-0.0430727,-0.190075,-0.267962,0.0198475,-0.178191,0.408853,0.238337,0.177469,0.106357,0.0629221,-0.199722,-0.171244,0.400629,-0.341174,-0.13944,-0.442099,0.216256,0.298643,0.0436659
284.296,-0.060401,-0.165049,-0.261679,0.0419889,-0.160864,0.399729,0.227506,0.165835,0.10309,0.0389203,-0.191335,-0.166872,0.406947,-0.341356,-0.125127,-0.473159,0.21386,0.280597,0.0673702
283.76,-0.059416,-0.167763,-0.255634,0.00991558,-0.161118,0.404126,0.236835,0.161245,0.10857,0.0434245,-0.190855,-0.164994,0.411458,-0.342308,-0.130013,-0.475221,0.201574,0.293619,0.0765565
283.72,-0.0627667,-0.169342,-0.253545,0.00134726,-0.168529,0.409041,0.242479,0.161016,0.106812,0.0412693,-0.194015,-0.163513,0.419724,-0.342241,-0.134019,-0.472477,0.199497,0.292161,0.0870987
282.708,-0.0640898,-0.164711,-0.252699,-0.000680897,-0.175622,0.407042,0.242368,0.159295,0.107849,0.0435949,-0.190114,-0.163421,0.41629,-0.35035,-0.137072,-0.469187,0.20222,0.295333,0.0939561
282.151,-0.0681488,-0.160369,-0.261671,-0.00260999,-0.172333,0.407172,0.236663,0.160631,0.109334,0.0444385,-0.192755,-0.162135,0.413701,-0.343364,-0.135689,-0.467948,0.200929,0.293116,0.101038
282.181,-0.0674862,-0.159772,-0.257527,-0.00785369,-0.171315,0.408019,0.23876,0.159455,0.114013,0.0464359,-0.187914,-0.161051,0.415932,-0.338676,-0.135812,-0.463729,0.195934,0.288835,0.0837529
281.51,-0.076651,-0.161898,-0.235016,0.0133761,-0.18477,0.395861,0.225953,0.149027,0.128474,0.0547218,-0.208372,-0.168696,0.410945,-0.346174,-0.118005,-0.470039,0.200957,0.299399,0.0909078
281.578,-0.106473,-0.162725,-0.220625,0.0173423,-0.196899,0.402399,0.219815,0.159633,0.125973,0.0457957,-0.201166,-0.156581,0.418104,-0.358144,-0.116589,-0.448305,0.199326,0.306307,0.0728128
282.494,-0.0958627,-0.156349,-0.217587,0.00914842,-0.199205,0.408304,0.215486,0.146601,0.129299,0.0449994,-0.195187,-0.16678,0.407422,-0.359241,-0.101613,-0.445055,0.188559,0.340953,0.0461053
282.988,-0.0806415,-0.172568,-0.203609,0.00461852,-0.195077,0.413183,0.215421,0.131127,0.133035,0.0477013,-0.194538,-0.172783,0.403845,-0.350045,-0.120638,-0.443274,0.195453,0.335581,0.0532089
281.6,-0.050828,-0.179101,-0.202198,0.00936743,-0.186904,0.402265,0.214644,0.142843,0.129226,0.0550741,-0.193898,-0.173393,0.397556,-0.360212,-0.133146,-0.439147,0.185672,0.336065,0.0461118
282.368,-0.0649236,-0.170372,-0.196406,-0.0139317,-0.181089,0.407118,0.216542,0.129246,0.137818,0.053352,-0.189434,-0.175347,0.391574,-0.360874,-0.131657,-0.424446,0.176813,0.339096,0.0569216
283.129,-0.0671232,-0.16771,-0.209202,-0.0153747,-0.190449,0.412153,0.225784,0.137148,0.138078,0.0484094,-0.190803,-0.172324,0.400759,-0.358854,-0.138679,-0.400626,0.164176,0.340893,0.0437425
283.438,-0.0621067,-0.197193,-0.207909,-0.0227999,-0.167234,0.410943,0.242439,0.159473,0.138199,0.036997,-0.18672,-0.171455,0.40944,-0.341057,-0.150182,-0.397543,0.152414,0.332465,0.021832
286.964,-0.0794756,-0.212464,-0.203406,-0.0280276,-0.161823,0.416617,0.229577,0.171798,0.134805,0.0503306,-0.195176,-0.158921,0.435603,-0.340307,-0.136848,-0.418773,0.170237,0.349781,-0.0235271
286.826,-0.0757824,-0.191359,-0.204832,-0.0480112,-0.164974,0.409956,0.217856,0.179178,0.133015,0.0505334,-0.191914,-0.144302,0.428698,-0.342197,-0.132812,-0.414834,0.195298,0.341989,-0.045506
289.779,-0.0649802,-0.203354,-0.203704,-0.0470246,-0.123558,0.387435,0.219336,0.186171,0.132319,0.0392502,-0.191031,-0.147933,0.417763,-0.363584,-0.127604,-0.419435,0.206638,0.316212,-0.0129159
291.056,-0.0634142,-0.216332,-0.204453,-0.0411223,-0.115806,0.405358,0.223752,0.185239,0.124635,0.0385416,-0.201607,-0.152832,0.419756,-0.361407,-0.130944,-0.41004,0.211024,0.307296,-0.0176427
290.136,-0.0328908,-0.210195,-0.20722,-0.0207541,-0.115487,0.410304,0.210198,0.19222,0.107533,0.034612,-0.186294,-0.153148,0.409336,-0.370568,-0.15426,-0.431555,0.201751,0.319641,-0.00322353
287.144,-0.0321905,-0.204717,-0.202164,-0.0184462,-0.112058,0.401711,0.19964,0.189753,0.106375,0.0334175,-0.185265,-0.146288,0.404052,-0.353824,-0.149882,-0.431208,0.18958,0.330344,-0.0188286
287.479,-0.022206,-0.213783,-0.197242,-0.0181504,-0.11976,0.404016,0.205619,0.18899,0.103284,0.0279047,-0.198632,-0.145176,0.402129,-0.354654,-0.150186,-0.424436,0.192629,0.334695,-0.0150423
287.188,-0.00784833,-0.208201,-0.193262,-0.0185514,-0.122798,0.395938,0.200977,0.185838,0.101927,0.0413327,-0.201361,-0.156163,0.400361,-0.366343,-0.151461,-0.424195,0.19567,0.328124,1.71601e-05
288.982,-0.0101825,-0.197788,-0.200065,-0.0242858,-0.114002,0.396209,0.193786,0.184584,0.0867185,0.0389663,-0.203675,-0.160504,0.402803,-0.352468,-0.15164,-0.431615,0.18717,0.350854,0.00513376
290.801,-0.0127801,-0.193627,-0.199349,-0.0222823,-0.109524,0.397652,0.189435,0.188291,0.0877887,0.0313948,-0.199723,-0.163993,0.396653,-0.348693,-0.143013,-0.431496,0.186299,0.354627,-0.00766055
290.27,-0.00639238,-0.182482,-0.201906,-0.0213794,-0.112471,0.407077,0.198537,0.180489,0.0812227,0.0300297,-0.213837,-0.166865,0.390589,-0.338169,-0.145671,-0.442742,0.181558,0.360804,0.00160872
289.284,-0.00902762,-0.183857,-0.204466,-0.0382111,-0.0983507,0.419796,0.201036,0.18282,0.0757547,0.0341773,-0.22381,-0.17465,0.398895,-0.342868,-0.158985,-0.432272,0.175695,0.374279,0.00404434
288.071,-0.029394,-0.176328,-0.20303,-0.0349069,-0.114511,0.423929,0.197513,0.187167,0.0842951,0.0369443,-0.227473,-0.170119,0.393319,-0.339774,-0.157363,-0.416853,0.181451,0.366622,-0.00148632
287.462,-0.0666427,-0.168354,-0.168326,-0.0325582,-0.113037,0.437855,0.184014,0.186851,0.0796757,0.0214639,-0.226705,-0.163632,0.387724,-0.34922,-0.153124,-0.405115,0.179749,0.367135,0.00224459
290.577,-0.0581971,-0.16351,-0.158565,-0.0241903,-0.0843954,0.412765,0.178308,0.199015,0.0711801,0.0226368,-0.231229,-0.170296,0.375547,-0.328685,-0.176238,-0.404709,0.174624,0.376384,-0.0104454
294.089,-0.0527589,-0.141636,-0.196819,-0.0607329,-0.051272,0.427921,0.185411,0.203668,0.0761435,0.00784427,-0.237449,-0.144499,0.395213,-0.335511,-0.19542,-0.409793,0.173142,0.374575,-0.0180262
294.059,-0.0846104,-0.156541,-0.19481,-0.055841,-0.0608007,0.427536,0.206594,0.209127,0.0851465,0.0167654,-0.237522,-0.13646,0.390059,-0.340861,-0.203129,-0.413407,0.197465,0.368354,-0.017066
296.604,-0.0606913,-0.130874,-0.192106,-0.0559471,-0.0908196,0.424958,0.210384,0.196038,0.0731602,0.0110296,-0.246184,-0.129035,0.390974,-0.341947,-0.212556,-0.390857,0.197319,0.353232,-0.00607766
297.192,-0.0601366,-0.123095,-0.176751,-0.0730015,-0.0916855,0.421166,0.204445,0.198325,0.0791412,0.00681212,-0.240949,-0.129212,0.385096,-0.3353,-0.209256,-0.394759,0.202934,0.348308,-0.0120795
299.21,-0.0677633,-0.12504,-0.183988,-0.0789057,-0.0888825,0.421485,0.203219,0.191107,0.0780828,0.0086711,-0.238278,-0.12938,0.381817,-0.339427,-0.195924,-0.39863,0.200388,0.343973,0.0174756
299.517,-0.0782835,-0.131064,-0.180588,-0.0785588,-0.106508,0.425576,0.191895,0.183414,0.0847923,0.00834465,-0.230887,-0.125905,0.381124,-0.360534,-0.178542,-0.394223,0.211376,0.336589,0.041982
301.466,-0.0838189,-0.151588,-0.169555,-0.0887216,-0.12712,0.445755,0.195004,0.183536,0.0829327,0.00808667,-0.238754,-0.12034,0.377444,-0.352916,-0.172748,-0.372374,0.219857,0.319839,0.0454824
303.93,-0.0955218,-0.151616,-0.180263,-0.0835622,-0.155635,0.443879,0.200024,0.205221,0.0749626,0.0203464,-0.226016,-0.120368,0.385313,-0.359667,-0.190963,-0.365449,0.230137,0.316301,0.0528757
303.918,-0.0976279,-0.149055,-0.183601,-0.0716813,-0.149008,0.442533,0.197421,0.208425,0.0726163,0.0169294,-0.222797,-0.115011,0.362016,-0.356782,-0.184851,-0.352539,0.208574,0.314945,0.0594949
308.601,-0.106779,-0.130912,-0.188574,-0.0777273,-0.128958,0.428619,0.192463,0.226687,0.0714326,0.0284,-0.22427,-0.12739,0.356855,-0.36242,-0.194832,-0.361525,0.211972,0.312167,0.074792
305.447,-0.0901602,-0.110221,-0.173743,-0.100147,-0.119871,0.43598,0.204129,0.216495,0.0635348,0.0246362,-0.231229,-0.130113,0.362039,-0.367081,-0.178972,-0.353728,0.208707,0.303278,0.0364657
306.218,-0.0755366,-0.104407,-0.167027,-0.12225,-0.116911,0.427904,0.208089,0.217772,0.0579138,0.0174919,-0.229623,-0.128311,0.363902,-0.366189,-0.17154,-0.355875,0.206155,0.307438,0.031005
305.764,-0.117817,-0.0929722,-0.172747,-0.100128,-0.143781,0.437914,0.231884,0.228664,0.0548522,0.0169184,-0.23729,-0.116706,0.36582,-0.35638,-0.163078,-0.349274,0.200057,0.290959,0.0231055
301.508,-0.102598,-0.073312,-0.147491,-0.0705708,-0.172198,0.424439,0.206338,0.222247,0.0624818,0.00387396,-0.254258,-0.102059,0.372314,-0.341906,-0.172977,-0.322529,0.217799,0.25022,0.000185483
299.957,-0.0961557,-0.0676919,-0.167192,-0.0808626,-0.16887,0.409606,0.215839,0.224392,0.054136,0.0050009,-0.253492,-0.0941058,0.372048,-0.330615,-0.175361,-0.33791,0.222239,0.268924,7.12249e-05
302.011,-0.0991686,-0.0562646,-0.177368,-0.0845747,-0.1696,0.414047,0.220936,0.228717,0.0524572,-0.0031663,-0.263289,-0.0957255,0.373656,-0.338576,-0.172828,-0.333886,0.232112,0.263642,0.00888028
301.708,-0.0970539,-0.0442554,-0.170858,-0.0897788,-0.171825,0.420796,0.224727,0.221942,0.0479789,-0.0150114,-0.259485,-0.0935504,0.370469,-0.338654,-0.166397,-0.324981,0.228671,0.254038,0.00322882
307.704,-0.0759827,-0.0591666,-0.160003,-0.104833,-0.181417,0.433987,0.232058,0.220848,0.0461153,-0.0282118,-0.259623,-0.09216,0.375761,-0.348182,-0.160251,-0.309716,0.255709,0.222634,-0.00756712
310.727,-0.0862302,-0.0827864,-0.138424,-0.117553,-0.175652,0.438672,0.233021,0.222712,0.050674,-0.0268564,-0.266925,-0.0865514,0.375767,-0.335596,-0.162663,-0.326722,0.264736,0.226633,-0.00625531
310.688,-0.0861396,-0.0719286,-0.128937,-0.130356,-0.188389,0.423492,0.229826,0.215467,0.0530008,-0.0313766,-0.276008,-0.0872473,0.383624,-0.334582,-0.158201,-0.323874,0.269415,0.204051,0.0381618
314.855,-0.0688615,-0.0756064,-0.139545,-0.143718,-0.174054,0.421775,0.21497,0.217115,0.0511409,-0.020549,-0.254578,-0.0848195,0.363442,-0.329641,-0.159566,-0.294006,0.247269,0.216409,0.0128235
314.232,-0.0474358,-0.0611763,-0.141162,-0.148297,-0.168475,0.418094,0.221126,0.205428,0.0586317,-0.0195363,-0.249071,-0.0906074,0.358798,-0.326375,-0.151924,-0.30234,0.237282,0.201962,0.00507789
312.787,-0.0329349,-0.0785615,-0.147696,-0.132383,-0.160822,0.415584,0.213253,0.195827,0.0412048,-0.00692653,-0.227842,-0.104725,0.350072,-0.324819,-0.158495,-0.285149,0.238503,0.201881,0.00402893
315.952,-0.0397394,-0.057747,-0.140383,-0.13138,-0.162259,0.419487,0.217043,0.204104,0.0286633,-0.00831108,-0.227919,-0.101083,0.35236,-0.335721,-0.154963,-0.303343,0.246391,0.196596,-0.0017958
315.326,-0.0620763,-0.0419785,-0.144719,-0.119348,-0.194553,0.404617,0.23953,0.205446,0.0377748,-0.00479227,-0.204125,-0.0913736,0.351867,-0.346936,-0.143786,-0.3093,0.244415,0.188454,-0.00911674
312.54,-0.0194794,-0.054762,-0.17781,-0.121468,-0.193631,0.41121,0.268022,0.201755,0.0241715,0.0003141,-0.201931,-0.0942997,0.334218,-0.350912,-0.15536,-0.29581,0.238238,0.194318,-0.00678449
309.575,-0.00391216,-0.0750971,-0.179653,-0.118214,-0.177717,0.411438,0.270126,0.206379,0.0353149,-0.00112484,-0.18628,-0.0982018,0.336839,-0.358771,-0.15213,-0.313118,0.240658,0.181387,-0.017923
310.72,-0.0111668,-0.0686408,-0.157801,-0.117979,-0.186006,0.426523,0.274416,0.206328,0.0392558,-0.00748078,-0.19024,-0.103356,0.336778,-0.359776,-0.148906,-0.336366,0.228528,0.195783,-0.0198944
313.037,-0.00147705,-0.0738187,-0.149223,-0.100369,-0.207584,0.420519,0.267126,0.213289,0.0378614,0.00112827,-0.180478,-0.103542,0.333593,-0.356295,-0.163015,-0.330161,0.215233,0.196517,-0.0193063
312.792,-0.0254771,-0.0720034,-0.146457,-0.125242,-0.203542,0.417618,0.273028,0.220676,0.0375195,0.001606,-0.174035,-0.0929269,0.3299,-0.359295,-0.156897,-0.341639,0.214142,0.199286,0.00373928
314.45,-0.025418,-0.0750236,-0.157894,-0.116272,-0.199058,0.421316,0.277468,0.214775,0.0325059,0.00728714,-0.167949,-0.0940982,0.337596,-0.364952,-0.16043,-0.342556,0.218928,0.194126,-0.000352161
314.391,-0.0547629,-0.062414,-0.167956,-0.116603,-0.17214,0.421494,0.277315,0.214539,0.0389606,-0.00426796,-0.176019,-0.0827922,0.3489,-0.371916,-0.165394,-0.338895,0.206229,0.202956,0.00276608
313.188,-0.0618201,-0.0765522,-0.166666,-0.0984673,-0.183718,0.402436,0.268417,0.209445,0.0527424,-0.000817984,-0.171808,-0.0758563,0.363464,-0.362538,-0.187285,-0.332288,0.198272,0.220296,0.00274565
