"SR_LN(R0)","SR_BH_steep","Main_RecrDev_2008"
10.4123,0.611445,-0.33822
10.4322,0.60306,-0.337022
10.4174,0.6101,-0.330165
10.4131,0.613078,-0.315001
10.4183,0.609163,-0.297634
10.4088,0.611345,-0.303868
10.3955,0.611284,-0.300988
10.3941,0.609797,-0.299438
10.3973,0.612813,-0.293046
10.3931,0.613642,-0.29969
10.3942,0.614439,-0.296097
10.4027,0.610562,-0.306467
10.386,0.619358,-0.328838
10.3783,0.619941,-0.345257
10.3728,0.615489,-0.328064
10.3863,0.612015,-0.347785
10.3846,0.611831,-0.345535
10.3852,0.61195,-0.337893
10.3768,0.621725,-0.334905
10.4062,0.612124,-0.353968
10.377,0.622102,-0.370902
10.3622,0.624073,-0.370896
10.364,0.625324,-0.383885
10.3679,0.623116,-0.376009
10.3854,0.622745,-0.37985
10.3676,0.634048,-0.378782
10.3645,0.63393,-0.381205
10.3785,0.626743,-0.388682
10.3896,0.620893,-0.385747
10.387,0.62383,-0.373122
10.3891,0.62386,-0.371195
10.384,0.628168,-0.362986
10.3869,0.623236,-0.367735
10.3924,0.623544,-0.37055
10.3844,0.624196,-0.358383
10.3787,0.629942,-0.356422
10.3757,0.630261,-0.350684
10.3655,0.636196,-0.360876
10.3726,0.633642,-0.359252
10.3667,0.637111,-0.351005
10.3779,0.632201,-0.354848
10.3782,0.63135,-0.344675
10.3988,0.625667,-0.341926
10.4144,0.623056,-0.338553
10.4319,0.613734,-0.323658
10.4382,0.605854,-0.328775
10.4532,0.601809,-0.320931
10.4432,0.604295,-0.309427
10.452,0.601301,-0.325774
10.4583,0.597234,-0.327883
10.4712,0.592134,-0.323014
10.475,0.591695,-0.333919
10.493,0.587188,-0.334346
10.4976,0.585699,-0.327598
10.4998,0.585668,-0.337423
10.4914,0.58958,-0.335203
10.4817,0.591903,-0.311844
10.4757,0.593513,-0.329373
10.4711,0.599686,-0.316154
10.4569,0.603771,-0.313995
10.4769,0.597655,-0.30323
10.4718,0.600344,-0.303556
10.4696,0.603909,-0.309318
10.4559,0.607617,-0.31642
10.4435,0.607963,-0.317635
10.4516,0.602216,-0.304717
10.4619,0.598738,-0.308581
10.4615,0.599229,-0.307886
10.4614,0.59854,-0.319869
10.4586,0.598348,-0.327084
10.4532,0.599341,-0.331878
10.4519,0.59966,-0.32896
10.4508,0.599962,-0.328875
10.4566,0.59881,-0.324462
10.4654,0.597593,-0.324303
10.4702,0.600702,-0.332721
10.4592,0.60485,-0.331779
10.4491,0.608299,-0.338438
10.4431,0.612354,-0.327925
10.4355,0.615539,-0.333427
10.4373,0.617001,-0.334686
10.4307,0.617537,-0.330464
10.4237,0.621334,-0.33743
10.4166,0.623228,-0.345077
10.4164,0.625017,-0.346875
10.4112,0.624904,-0.3559
10.4083,0.626206,-0.363417
10.4027,0.627072,-0.361013
10.3996,0.628014,-0.356759
10.3991,0.628969,-0.349815
10.4089,0.627582,-0.337412
10.4213,0.623107,-0.330692
10.4229,0.623344,-0.327136
10.4292,0.620163,-0.326076
10.435,0.617089,-0.334363
10.4329,0.617088,-0.339008
10.4487,0.610121,-0.335375
10.452,0.606407,-0.33273
10.4405,0.611794,-0.347646
10.4568,0.609617,-0.34116
10.4517,0.612236,-0.338189
10.4542,0.609657,-0.339547
10.4535,0.60889,-0.33018
10.4462,0.613745,-0.342977
10.4461,0.611927,-0.345668
10.4473,0.607161,-0.353249
10.4327,0.611966,-0.365702
10.4324,0.613924,-0.364335
10.4319,0.613659,-0.375104
10.4336,0.612719,-0.36471
10.4285,0.615082,-0.351032
10.4258,0.616377,-0.355958
10.4312,0.615792,-0.355993
10.4326,0.613129,-0.359786
10.4242,0.617727,-0.342898
10.4329,0.617115,-0.349564
10.4283,0.619687,-0.356749
10.4404,0.614724,-0.351456
10.4447,0.614188,-0.33291
10.4482,0.617327,-0.331089
10.4441,0.616,-0.328093
10.4559,0.61477,-0.338196
10.4544,0.615676,-0.345475
10.4536,0.616808,-0.333
10.4699,0.611085,-0.329428
10.4745,0.605492,-0.334968
10.4769,0.598589,-0.328744
10.4494,0.607555,-0.304597
10.438,0.616492,-0.31719
10.4451,0.616754,-0.341929
10.4511,0.61675,-0.325995
10.4361,0.620715,-0.344939
10.429,0.623072,-0.341168
10.4292,0.620562,-0.352636
10.4344,0.618518,-0.364352
10.4342,0.616475,-0.353844
10.4321,0.61965,-0.356746
10.4363,0.618569,-0.35349
10.4397,0.617038,-0.354593
10.4296,0.620136,-0.351098
10.4256,0.624329,-0.361384
10.4334,0.62057,-0.368309
